nome,tmdb_id,biografia,data_nascita,luogo_nascita
Charles Matthau,122728,"From Wikipedia, the free encyclopedia.

Charles Matthau (b. 1962, New York City), is a film and television director and actor and the son of actor Walter Matthau. He appeared as a child actor alongside his father in such films as Charley Varrick (1973), The Bad News Bears (1976) and House Calls (1978).

Among his directorial projects have been The Grass Harp, from a novella by Truman Capote, and the made-for-TV movie The Marriage Fool, both of which starred his father. He also directed Doin' Time on Planet Earth (1988), Her Minor Thing (2005) and Baby-O (2009).

""Charlie"" Matthau was named after famed actor Charlie Chaplin, a personal friend of his father.

Description above from the Wikipedia article Charles Matthau, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1962-12-10,"New York, New York, U.S."
Christopher Bessette,1102620,,,
Prachya Pinkaew,57214,"Prachya Pinkaew (born September 2, 1962) is a Thai film director, film producer and screenwriter. His films include Ong-Bak: Muay Thai Warrior and Tom-Yum-Goong, both martial arts films starring Tony Jaa.

Description above from the Wikipedia article Prachya Pinkaew, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1962-09-02,"Nakhon Ratchasima Province, Thailand"
Gary Sinyor,20779,"From Wikipedia, the free encyclopedia.

Gary Sinyor (born Manchester, England, 1962) is an award-winning film director, producer, and writer. He was raised in a Sephardic Jewish upbringing, before going on to the National Film and Television School. As the co-writer, co-producer, and co-director of Leon the Pig Farmer he shared the FIPRESCI International Critics' Prize at the 1992 Venice Film Festival, the Chaplin Award for the best first feature from the 1992 Edinburgh International Film Festival, the 1994 Best Newcomer award from the London Critics' Circle, and the Most Promising Newcomer from the 1994 Evening Standard British Film Awards. He has since attempted to dissociate himself from the Chaplin award, after becoming involved in a dispute between the Edinburgh Festival and the Israeli Embassy.

The 2002 DVD release of Leon the Pig Farmer also included Sinyor's writing debut The Unkindest Cut, which had been nominated for a BAFTA as Best Short Film in 1989.

Description above from the Wikipedia article Gary Sinyor, licensed under CC-BY-SA, full list of contributors on Wikipedia.",,"Manchester, England, UK"
Ashish R. Mohan,131856,,,
Darren Grant,77441,,1969-01-01,"Seattle, Washington, USA"
Joseph Gordon-Levitt,,,,
William Sachs,554946,,,
Christophe Barratier,43993,"Christophe Barratier (born 17 June 1963 in Paris) is a French film producer, director and screenwriter, and lyricist.

Barratier is the son of the actress Eva Simonet and M. Barratier. He is the nephew of the film director Jacques Perrin, who was an influence on his choice of career.

Before being a filmmaker, Barratier studied a university course in classical music and guitar lessons. He graduated from the prestigious French public school École normale de Paris and won several international competition prizes.  In 1991, Barratier got into his uncle Jacques Perrin's production firm, Galatée Films, where he learned the profession of producer. As line producer, he participated in making the films Microcosmos (1995), Himalaya (1999) and Winged Migration(2001).

In 2001, he directed his first short film, Les tombales, adapted from the Guy de Maupassant novel. Starring Lambert Wilson and Carole Weiss.

His first feature, The Chorus came out in 2004. An adaptation of the Jean Dréville movie, La cage aux rossignols (1945), its scenario was jointly written with the screenwriter Philippe Lopes-Curval.

His second movie, Paris 36, is based on iconic films choreographed by Busby Berkeley and has a storyline of proletarians confronted to an opportunity such as in La belle équipe from Julien Duvivier (1936).

Alongside the producer Thomas Langmann, he started working on a new adaptation of War of the Buttons (2011) is an adaptation of La Guerre des boutons (War of the Buttons), based on the 1912 novel by Louis Pergaud. It is altered by being set during World War II and the German Occupation of France. It was produced and co-written by Thomas Langmann (an Academy Award-winner for The Artist), with financial participation by Canal Plus. It was released in France in September 2011 and cost €16 million.

Following this, Barratier directed Team Spirit, which revisits the career of Jérôme Kerviel as a trader in the Société Générale company. The movie came out in June 2016. It marks a clear shift from his previous strongly historically connoted movies, but seduces by its well-referenced nature and a realism acquired thanks to its roots into Jérôme Kerviel's biography, L'engrenage : mémoire d'un trader. Team Spirit highlighted a very mediated case while maintaining a storyline based on impartiality towards the man who presented himself as a victim of the banking system.

In 2017, Barratier presented the adaptation of his first success, The Chorus, as a musical show produced in the Folies Bergères theatre. For his show, the children of La maîtrise des Hauts-de-Seine are the new singers of the filmmaker.

The next year, he signed a new partnership with Pascal Obispo to stage the musical Jésus, de Nazareth à Jérusalem. Based on the greatest Hollywoodian movies, the musical dives into one of the most intense tales of humanity.

As the lyricist of The Chorus' song ""Look To Your Path"", Barratier was nominated for an Academy Award for Best Original Song. The film was nominated for the Academy Award for Best Foreign Language Film as well as eight César Awards, of which it won two.

His second feature film, Paris 36, starring Gérard Jugnot and Nora Arnezeder, was nominated for Academy Award for Best Original Song and four César Awards.

Source: Article ""Christophe Barratier"" from Wikipedia in English, licensed under CC-BY-SA 3.0.",1963-06-17,"Paris, France"
Émile Gaudreault,6980,"Émile Gaudreault (born 1964 in Jonquière, Quebec) is a Canadian film director and screenwriter, whose credits include the films Louis 19, le roi des ondes, Nuit de noces, Mambo Italiano, Surviving My Mother and De père en flic.",1964-03-06,"Jonquière, Quebec, Canada"
James Cox,40508,,1975-02-05,USA
James Toback,56381,"James Lee Toback  (born November 23, 1944) is an American screenwriter and film director.

Description above from the Wikipedia article James Toback, licensed under CC-BY-SA, full list of contributors on Wikipedia",1944-11-23,"New York City, New York, USA"
Aki Kaurismäki,16767,"Aki Olavi Kaurismäki (Finnish: [ˈɑki ˈkɑu̯rismæki]; born April 4,1957; Orimattila) is a Finnish film director, screenwriter, producer, editor and actor. He is best known for the award-winning Drifting Clouds (1996), The Man Without a Past (2002), Le Havre (2011), The Other Side of Hope (2017) and Fallen Leaves (2023), as well as for the mockumentary Leningrad Cowboys Go America (1989). He is described as Finland's best-known film director. He is the younger brother of director and screenwriter Mika Kaurismäki.

After graduating in media studies from the University of Tampere, Kaurismäki worked as a bricklayer, postman, and dish-washer, long before pursuing his interest in cinema, first as a critic, and later as a screenwriter & director. He started his career as a co-screenwriter and actor in films made by his older brother, Mika Kaurismäki. He played the main role in Mika's film The Liar (1981). Together they founded the production company Villealfa Filmproductions and later the Midnight Sun Film Festival. His debut as an independent director was Crime and Punishment (1983), an adaptation of Dostoyevsky's novel set in modern Helsinki. He gained worldwide attention with Leningrad Cowboys Go America (1989).

Kaurismäki's film Ariel (1988) was entered into the 16th Moscow International Film Festival where it won the Prix FIPRESCI. Kaurismäki's most acclaimed film has been The Man Without a Past, which won the Grand Prix and the Prize of the Ecumenical Jury at the 2002 Cannes Film Festival and was nominated for an Academy Award in the Best Foreign Language Film category in 2003. However, Kaurismäki refused to attend the Oscar ceremony, asserting that he did not feel like partying in a country that was in a state of war. Kaurismäki's next film, Lights in the Dusk, was also chosen to be Finland's nominee for best foreign-language film, but Kaurismäki again boycotted the awards and refused the nomination, as a protest against U.S. President George W. Bush's foreign policy. In 2002 Kaurismäki also boycotted the 40th New York Film Festival in a show of solidarity with the Iranian director Abbas Kiarostami, who was not given a US visa in time for the festival. Kaurismäki's 2017 film The Other Side of Hope won the Silver Bear for Best Director award at the 67th Berlin International Film Festival. At the same festival he also announced that it would be his last film, although the retirement was short-lived as he began filming Fallen Leaves in 2022, which premiered at the Cannes Film Festival in 2023.",1957-04-04,"Orimattila, Finland"
